Number,Biome,GEZ_TERM,Region,Site,Species/forest type,Latitude,Longitude,Temp,Precip,AGB,Age,Reference 1,Method used to determine tree age,FullBibEntry
218,Tropical,Tropical rainforest,Africa,Cameroon,,3.28,12.87,23.3,1632,208.2,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
219,Tropical,Tropical rainforest,Africa,Cameroon,,3.15,12.57,23.6,1628,220.8,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
220,Tropical,Tropical rainforest,Africa,Cameroon,,3.33,12.87,23.3,1630,221.4,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
221,Tropical,Tropical rainforest,Africa,Cameroon,,3.3,12.87,23.3,1631,241,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
222,Tropical,Tropical rainforest,Africa,Cameroon,,2.19,9.92,25,2434,251.3,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
223,Tropical,Tropical rainforest,Africa,Cameroon,,3.32,12.76,23.6,1623,284,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
224,Tropical,Tropical rainforest,Africa,Cameroon,,3.36,12.73,23.7,1619,147.7,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
225,Tropical,Tropical rainforest,Africa,Cameroon,,3.33,12.72,23.6,1622,188.4,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
226,Tropical,Tropical rainforest,Africa,Cameroon,,2.85,13.33,23.7,1617,209.8,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
227,Tropical,Tropical rainforest,Africa,Cameroon,,3.08,13.58,23.3,1631,260.4,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
228,Tropical,Tropical rainforest,Africa,Cameroon,,3.33,12.72,23.5,1623,265.5,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
229,Tropical,Tropical rainforest,Africa,Cameroon,,3.36,12.72,23.6,1621,268.4,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
230,Tropical,Tropical rainforest,Africa,Cameroon,,2.85,13.33,23.7,1617,386,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
231,Tropical,Tropical rainforest,Africa,Cameroon,,2.36,9.93,25.1,2588,266.9,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
232,Tropical,Tropical rainforest,Africa,Cameroon,,2.42,9.9,25,2625,300.5,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
233,Tropical,Tropical rainforest,Africa,Cameroon,,5.33,8.86,23.9,2706,243.7,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
234,Tropical,Tropical rainforest,Africa,Cameroon,,5.33,8.86,23.9,2706,268,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
235,Tropical,Tropical rainforest,Africa,Central Af. Rep.,,3.83,18,23.7,1677,246,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
236,Tropical,Tropical rainforest,Africa,Central Af. Rep.,,3.83,18,23.7,1677,266.9,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
237,Tropical,Tropical rainforest,Africa,Cote D'Ivoire,,6.5,-5.33,26.3,1200,211.8,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
238,Tropical,Tropical rainforest,Africa,Cote D'Ivoire,,5.53,-4.03,26.2,1683,241.9,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
239,Tropical,Tropical rainforest,Africa,Cote D'Ivoire,,5.53,-4.03,26.2,1683,250.7,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
240,Tropical,Tropical rainforest,Africa,Cote D'Ivoire,,5.71,-4.99,26.8,1394,232.8,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
241,Tropical,Tropical rainforest,Africa,D. R. Congo,,1.35,28.82,23.9,1701,259.6,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
242,Tropical,Tropical rainforest,Africa,D. R. Congo,,1.44,28.58,24.2,1750,185.7,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
243,Tropical,Tropical rainforest,Africa,D. R. Congo,,1.44,28.58,24.2,1750,204.8,,"Lewis et al., 2009",,"Lewis, S.L., Lopez-Gonzalez, G., Sonké, B., Affum-Baffoe, K., Baker, T.R., Ojo, L.O., Phillips, O.L., Reitsma, J.M., Lee, W., Comiskey, J.A., K, M.D., Ewango, C.E.N., Feldpausch, T.R., Hamilton, A.C., Gloor, M., Hart, T., Hladik, A., Lloyd, J., Lovett, J.C., Makana, J.-R., Malhi, Y., Mbago, F.M., Ndangalasi, H.J., Peacock, J., Peh, K.S.H., Sheil, D., Sunderland, T., Swaine, M.D., Taplin, J., Taylor, D., Thomas, S.C., Votere, R. & Wöll, H. (2009) Increasing carbon storage in intact African tropical forests. Nature, 457, 1003-1006."
